Ratio H/L normalized REP_A,Ratio H/L normalized REP_B,Ratio H/L normalized REP_C,Only identified by site,Reverse,Contaminant,Peptides,Sequence coverage [%],Mol. weight [kDa],PEP,Ratio H/L count REP_A,Ratio H/L count REP_B,Ratio H/L count REP_C,Intensity L REP_A,Intensity H REP_A,Intensity L REP_B,Intensity H REP_B,Intensity L REP_C,Intensity H REP_C,Mean,Median,Standard deviation,Coefficient of variation,Median absolute deviation,Minimum,Maximum,Range,Valid values,Protein IDs,Majority protein IDs,Protein names,Gene names,Proteins,Cysteinylation site IDs,Glutathionylation site IDs,Nitro site IDs,Oxidation (M) site IDs,Phospho (STY) site IDs,s-nitrosylation site IDs,GOCC Name2,GOCC Name3,GOCC Name4,GOCC Name5,GOCC Name6,GOCC Name7,GOCC Name8,GOCC Name9,GOCC Name10,GOCC Name11,GOCC Name12,GOCC Name13,GOCC Name14,GOCC Name15,GOCC Name16,GOCC Name17,GOCC Name18,GOCC Name19,GOCC Name20,GOCC Name21,GOCC Name22,GOCC Name23,GOCC Name24,GOCC Name25,GOCC Name26,GOCC Name27,GOCC Name28,GOCC Name29,GOCC Name30,GOCC Name31,GOCC Name32,GOCC Name33,GOCC Name34,GOCC Name35,GOCC Name36,GOCC Name37,GOCC Name38,GOCC Name39,GOCC Name40,GOCC Name41,GOCC Name42,GOCC Name43,GOCC Name44,GOCC Name45,GOCC Name46,GOCC Name47,GOCC Name48,GOCC Name49,GOCC Name50,GOCC Name51,GOCC Name52,GOCC Name53
-0.461978,-0.283755,-0.397429,,,,6,29.8,20.787,4.08E-71,6,6,6,10382000,9119000,11329000,9886700,10304000,9576100,-0.381054,-0.397429,0.0902329,-0.236798,0.0645493,-0.461978,-0.283755,0.178223,3,G5E9Q6;P35080-2;C9J0J7;C9JQ45;C9J2N0,G5E9Q6;P35080-2;C9J0J7,Profilin,PFN2,5,,,,,,,actin cytoskeleton,cell part,cytoskeleton,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular part,non-membrane-bounded organelle,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.525683,-0.240197,-0.708703,,,,35,73.2,32.876,0,7,5,5,15345000,15312000,7461500,7229000,10935000,9183900,-0.491528,-0.525683,0.236113,-0.480366,0.18302,-0.708703,-0.240197,0.468506,3,P09493-3;D9YZV2;P09493-4;B7Z596;F5H7S3;H0YKX5,P09493-3;D9YZV2;P09493-4;B7Z596;F5H7S3;H0YKX5,,TPM1,6,,,,130,,,actin cytoskeleton,cell part,cytoplasm,cytoskeleton,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular part,non-membrane-bounded organelle,organelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.719376,-0.369147,-0.973497,,,,5,28.6,31.554,1.27E-46,11,11,13,5914500,5234100,10424000,9383400,8260500,5583200,-0.68734,-0.719376,0.303446,-0.441479,0.254121,-0.973497,-0.369147,0.60435,3,P29966,P29966,Myristoylated alanine-rich C-kinase substrate,MARCKS,1,,,,,,,actin cytoskeleton,cell part,cytoskeleton,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular part,membrane,non-membrane-bounded organelle,organelle,plasma membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.218682,-0.239515,-0.221943,,,,54,38.4,189.25,0,152,135,121,84592000,95007000,86900000,105700000,66902000,79676000,-0.226713,-0.221943,0.0112058,-0.0494272,0.00326061,-0.239515,-0.218682,0.0208328,3,P46940;H0YLE8;Q86VI3;F2Z2E2;E9PDT6;H0YKA5,P46940;H0YLE8,Ras GTPase-activating-like protein IQGAP1,IQGAP1,6,,,,726;727;728,,,actin filament,cell part,cytoplasm,cytoskeletal part,intracellular,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,membrane-bounded organelle,midbody,nucleus,organelle,organelle part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0885487,-0.255426,-0.247251,,,,3,6.5,76.299,6.67E-21,7,9,9,2377100,5763600,2986700,2433100,2293800,15902000,-0.138043,-0.247251,0.196277,-1.42185,0.00817406,-0.255426,0.0885487,0.343974,3,A8MV58;Q16643;Q16643-2;D6R9W4;D6RFI1,A8MV58;Q16643;Q16643-2;D6R9W4;D6RFI1,Drebrin,DBN1,5,,,,,,,actomyosin,cell part,cell projection,cytoplasm,cytoskeletal part,dendrite,intracellular,intracellular organelle part,intracellular part,neuron projection,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.836813,0.231924,0.516318,,,,3,7.8,45.861,5.01E-08,3,3,2,963010,1767100,917800,1159600,658100,1117300,0.528351,0.516318,0.302624,0.57277,0.284394,0.231924,0.836813,0.604889,3,Q99442;F8WF48;F8WCJ7;F5H501,Q99442;F8WF48;F8WCJ7,Translocation protein SEC62,SEC62,4,,,,,,,aggresome,cell part,cytoplasmic part,cytoskeleton,endoplasmic reticulum,endoplasmic reticulum membrane,endoplasmic reticulum part,inclusion body,integral to membrane,intermediate filament cytoskeleton,intracellular membrane-bounded organelle,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,intrinsic to membrane,membrane,membrane part,membrane-bounded organelle,non-membrane-bounded organelle,organelle,organelle membrane,organelle part,rough endoplasmic reticulum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.307895,0.155879,0.220082,,,,26,52.9,59.62,6.78E-214,41,24,31,25512000,40758000,26721000,41827000,33328000,53741000,0.227952,0.220082,0.076313,0.334777,0.0642036,0.155879,0.307895,0.152016,3,P50990;G5E9B2;B4DEM7;B4DQH4;H7C4C8;H7C2U0,P50990;G5E9B2;B4DEM7;B4DQH4,T-complex protein 1 subunit theta,CCT8,6,,,,,,,aggresome,cell part,centrosome,cytoplasm,cytoplasmic part,cytoskeletal part,cytoskeleton,cytosol,inclusion body,intermediate filament cytoskeleton,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,microtubule organizing center,non-membrane-bounded organelle,organelle,organelle part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0312541,-0.174768,-0.225818,,,,17,18.1,116.04,2.21E-80,25,21,19,9229600,11988000,12215000,15123000,9587800,10954000,-0.123111,-0.174768,0.136099,-1.1055,0.0510501,-0.225818,0.0312541,0.257072,3,P06756;P06756-2;P06756-3;H7BZG1,P06756;P06756-2;P06756-3,Integrin alpha-V;Integrin alpha-V heavy chain;Integrin alpha-V light chain,ITGAV,4,,,,,,,alphav-beta3 integrin-IGF-1-IGF1R complex,cell part,cytoplasmic membrane-bounded vesicle,cytoplasmic part,cytoplasmic vesicle,endocytic vesicle,integrin complex,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,macromolecular complex,membrane part,membrane-bounded organelle,membrane-bounded vesicle,organelle,phagocytic vesicle,plasma membrane part,protein complex,receptor complex,vesicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.59579,0.292782,0.0949116,,,,4,5.2,114.54,5.83E-12,4,5,5,1454600,2089500,1619800,2106900,1880600,2701800,0.327828,0.292782,0.252272,0.769525,0.19787,0.0949116,0.59579,0.500878,3,P08648;H0YIV7,P08648,Integrin alpha-5;Integrin alpha-5 heavy chain;Integrin alpha-5 light chain,ITGA5,2,,,,,,,alphav-beta3 integrin-vitronectin complex,cell part,cell projection,integrin complex,macromolecular complex,membrane part,plasma membrane part,protein complex,receptor complex,ruffle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.372729,0.353323,-0.0230792,,,,3,11.9,37.039,2.25E-10,4,4,4,1511300,2300600,2260100,3083400,2086200,2472300,0.234325,0.353323,0.223129,0.952223,0.019406,-0.0230792,0.372729,0.395808,3,Q12904-2;Q12904;D6R937,Q12904-2;Q12904;D6R937,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1;Endothelial monocyte-activating polypeptide 2,AIMP1,3,,,,,,,aminoacyl-tRNA synthetase multienzyme complex,cell part,cytoplasmic membrane-bounded vesicle,cytoplasmic part,cytoplasmic vesicle,cytosol,endoplasmic reticulum,extracellular region part,extracellular space,Golgi apparatus,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,macromolecular complex,membrane-bounded organelle,membrane-bounded vesicle,nucleus,organelle,protein complex,transport vesicle,vesicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.5707,-0.312026,-0.464684,,,,6,20.3,38.532,1.16E-18,5,4,5,2208500,1736400,2133300,1659200,2436900,1897400,-0.449136,-0.464684,0.130036,-0.289525,0.106016,-0.5707,-0.312026,0.258674,3,Q8N7V9;P54619;B4DDT7;F8VYY9;F8W9D1;H0YIC9;H0YHF8;F8VZX1;F8VVA3;E9PGP6;G8JLM0;Q9UGJ0-2;F8VPF5;F8VSL2;F8VU55;F8VRY2;F8VSH3,Q8N7V9;P54619;B4DDT7;F8VYY9;F8W9D1;H0YIC9;H0YHF8,5-AMP-activated protein kinase subunit gamma-1,PRKAG1,17,,,,,,,AMP-activated protein kinase complex,cell part,cytoplasmic part,cytosol,intracellular part,macromolecular complex,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.863284,-0.563561,-0.186541,,,,3,9.9,37.482,4.31E-44,4,5,3,7385400,5489000,6583700,6000700,4869900,4864600,-0.537795,-0.563561,0.339106,-0.630549,0.299723,-0.863284,-0.186541,0.676743,3,A6NC48;Q10588;H0Y984;H0Y8G4;H0Y9Q9,A6NC48;Q10588;H0Y984,ADP-ribosyl cyclase 2,BST1,5,,,,,,,anchored to membrane,cell part,extrinsic to membrane,intrinsic to membrane,membrane,membrane part,plasma membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-1.52945,-1.38334,-1.49675,,,,3,12.6,27.661,2.11E-13,6,6,3,3023600,917790,2721200,1075400,1271900,513830,-1.46985,-1.49675,0.0766792,-0.0521682,0.0326943,-1.52945,-1.38334,0.146106,3,P04156;A2A2V1;P04156-2,P04156;A2A2V1;P04156-2,Major prion protein,PRNP,3,,,,,,,anchored to membrane,cell part,cytoplasmic part,endoplasmic reticulum,extrinsic to membrane,Golgi apparatus,intracellular membrane-bounded organelle,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,intrinsic to membrane,membrane,membrane part,membrane raft,membrane-bounded organelle,non-membrane-bounded organelle,nuclear part,nucleolus,organelle,organelle part,plasma membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.542038,-0.563561,-0.572952,,,,21,56,49.973,0,59,48,54,123480000,99885000,144030000,116440000,98974000,79258000,-0.559517,-0.563561,0.0158486,-0.0283256,0.00939077,-0.572952,-0.542038,0.0309137,3,P13489;E9PIM9;H0YCR7;E9PLZ3;E9PMJ3;E9PIK5;E9PMN0;E9PMA9;E9PMI1;E9PR82,P13489,Ribonuclease inhibitor,RNH1,10,,,,467,,,angiogenin-PRI complex,cell part,cytoplasm,extracellular region part,intracellular part,macromolecular complex,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.309409,0.287236,0.32262,,,,14,60.2,20.503,2.62E-252,23,25,25,32381000,47707000,36232000,52175000,34224000,52373000,0.306422,0.309409,0.0178804,0.0583524,0.0132113,0.287236,0.32262,0.0353846,3,I3L504;P63241-2;P63241;I3L397;Q6IS14;Q9GZV4;C9J4W5;C9J7B5;F8WCJ1,I3L504;P63241-2;P63241;I3L397;Q6IS14;Q9GZV4;C9J4W5;C9J7B5;F8WCJ1,Eukaryotic translation initiation factor 5A-1;Eukaryotic translation initiation factor 5A-1-like;Eukaryotic translation initiation factor 5A-2,EIF5A;EIF5AL1;EIF5A2,9,,,,207,,,annulate lamellae,cell part,cytoplasmic part,cytosol,endoplasmic reticulum membrane,endoplasmic reticulum part,intracellular organelle part,intracellular part,macromolecular complex,membrane,membrane part,nuclear part,nuclear pore,organelle membrane,organelle part,pore complex,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.255199,0.144046,0.0529723,,,,58,74,67.819,0,187,176,172,162340000,267260000,295240000,441510000,173290000,254590000,0.150739,0.144046,0.101279,0.671884,0.0910741,0.0529723,0.255199,0.202226,3,P26038,P26038,Moesin,MSN,1,,,,20;21;22;23;24;590;591;592;593;594;595;596;597;598,,,apical plasma membrane,cell part,cell projection membrane,cell projection part,cytoskeleton,extrinsic to membrane,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,membrane part,microvillus membrane,non-membrane-bounded organelle,nuclear part,nucleolus,organelle,organelle part,plasma membrane part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.139093,0.0172092,0.040121,,,,11,20.1,71.122,3.03E-61,16,15,12,8407200,10432000,12386000,14354000,10231000,13017000,-0.0272542,0.0172092,0.0975302,-3.57854,0.0229117,-0.139093,0.040121,0.179214,3,P08195-4;J3KPF3;P08195;F5GZS6;P08195-3;P08195-2;H0YFS2;F5H0E2;F5GZI0;F5H867;H0YFX4;F5GZR9,P08195-4;J3KPF3;P08195;F5GZS6;P08195-3;P08195-2;H0YFS2,4F2 cell-surface antigen heavy chain,SLC3A2,12,,,,,,,apical plasma membrane,cell part,cell surface,cytoplasmic membrane-bounded vesicle,cytoplasmic part,cytoplasmic vesicle,integral to membrane,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,intrinsic to membrane,melanosome,membrane part,membrane-bounded organelle,membrane-bounded vesicle,organelle,pigment granule,plasma membrane part,vesicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.63254,NaN,-0.0170666,,,,2,2.3,123.97,4.16E-06,4,1,2,1220000,1054900,131650,295000,356550,485400,-0.324803,-0.324803,0.435205,-1.3399,0.307736,-0.63254,-0.0170666,0.615473,2,P09619,P09619,Platelet-derived growth factor receptor beta,PDGFRB,1,,,,,,,apical plasma membrane,cell part,cytoplasmic membrane-bounded vesicle,cytoplasmic part,cytoplasmic vesicle,integral to membrane,integral to plasma membrane,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle lumen,intracellular organelle part,intracellular part,intrinsic to membrane,intrinsic to plasma membrane,lysosomal lumen,membrane part,membrane-bounded organelle,membrane-bounded vesicle,membrane-enclosed lumen,nucleus,organelle,organelle lumen,organelle part,plasma membrane part,vacuolar lumen,vacuolar part,vesicle,,,,,,,,,,,,,,,,,,,,,,,,,
-0.364552,-0.341336,-0.285794,,,,7,26.1,26.145,3.81E-24,5,7,6,1773900,1637900,6655800,4209700,4492100,2893000,-0.330561,-0.341336,0.0404696,-0.122427,0.023216,-0.364552,-0.285794,0.0787581,3,P36543;P36543-2;P36543-3;C9J8H1;Q96A05,P36543;P36543-2;P36543-3;C9J8H1,V-type proton ATPase subunit E 1,ATP6V1E1,5,,,,,,,apical plasma membrane,cell part,cytoplasmic part,cytosol,endosome,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,macromolecular complex,membrane part,membrane-bounded organelle,organelle,plasma membrane part,protein complex,"proton-transporting two-sector ATPase complex, catalytic domain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.13816,-0.921445,-0.761286,,,,14,19.2,88.278,3.29E-88,16,10,11,11946000,3513300,5066100,3450000,6071700,4211300,-1.27363,-0.921445,0.752972,-0.591202,0.160158,-2.13816,-0.761286,1.37687,3,P27487;F8WE17;F8WBB6;H7C1N5,P27487,Dipeptidyl peptidase 4;Dipeptidyl peptidase 4 membrane form;Dipeptidyl peptidase 4 soluble form,DPP4,4,,,,,,,apical plasma membrane,cell part,cell projection membrane,cell projection part,cell surface,cytoplasmic membrane-bounded vesicle,cytoplasmic part,cytoplasmic vesicle,endocytic vesicle,extracellular region,integral to membrane,intracellular membrane-bounded organelle,intracellular organelle,intracellular part,intrinsic to membrane,invadopodium membrane,lamellipodium membrane,leading edge membrane,membrane,membrane part,membrane raft,membrane-bounded organelle,membrane-bounded vesicle,organelle,plasma membrane part,vesicle,,,,,,,,,,,,,,,,,,,,,,,,,,
0.934705,0.557386,0.405666,,,,10,19.9,61.626,2.77E-48,13,17,16,3874600,7737600,5750500,9534800,5683400,8580100,0.632585,0.557386,0.272419,0.430643,0.15172,0.405666,0.934705,0.52904,3,B0YIW6;P48444;P48444-2;E9PK34,B0YIW6;P48444;P48444-2,Coatomer subunit delta,ARCN1,4,,,,,,,AP-type membrane coat adaptor complex,cell part,clathrin adaptor complex,COPI vesicle coat,cytoplasmic part,cytoplasmic vesicle part,cytosol,Golgi apparatus part,intracellular organelle part,intracellular part,macromolecular complex,membrane coat,membrane part,organelle part,protein complex,vesicle coat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.233397,0.625083,0.368265,,,,4,24.9,21.732,1.05E-33,4,6,5,1414700,1887100,1433000,1928300,1464800,2152700,0.408915,0.368265,0.198982,0.486609,0.134868,0.233397,0.625083,0.391686,3,Q92572;F5H459,Q92572;F5H459,AP-3 complex subunit sigma-1,AP3S1,2,,,,,,,AP-type membrane coat adaptor complex,cell part,cytoplasmic membrane-bounded vesicle,cytoplasmic part,cytoplasmic vesicle,cytoplasmic vesicle membrane,cytoplasmic vesicle part,Golgi apparatus,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,membrane,membrane coat,membrane part,membrane-bounded organelle,membrane-bounded vesicle,organelle,organelle membrane,organelle part,protein complex,transport vesicle,vesicle,vesicle membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.48944,0.226262,0.259182,,,,13,16.6,104.64,2.94E-87,4,5,5,1390300,2394900,1929400,2871800,1265500,1972700,0.324961,0.259182,0.143391,0.441255,0.0329201,0.226262,0.48944,0.263178,3,Q10567;Q10567-2;Q10567-3;Q10567-4;C9J1E7,Q10567;Q10567-2;Q10567-3;Q10567-4;C9J1E7,AP-1 complex subunit beta-1,AP1B1,5,,,,,,,AP-type membrane coat adaptor complex,cell part,clathrin adaptor complex,clathrin coated vesicle membrane,coated vesicle membrane,cytoplasmic part,cytoplasmic vesicle membrane,cytoplasmic vesicle part,cytosol,Golgi apparatus part,Golgi membrane,intracellular organelle part,intracellular part,lysosomal membrane,macromolecular complex,membrane,membrane coat,membrane part,organelle membrane,organelle part,protein complex,vacuolar membrane,vacuolar part,vesicle membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.158854,0.198117,0.263876,,,,2,2.5,94.139,2.98E-06,2,3,2,331530,413450,389510,547550,187690,282180,0.206949,0.198117,0.053065,0.256416,0.0392629,0.158854,0.263876,0.105022,3,B3KXW5;J3KQU9;O43747-2;O43747;H3BNR4;H3BUN9;H3BR36,B3KXW5;J3KQU9;O43747-2;O43747;H3BNR4;H3BUN9;H3BR36,AP-1 complex subunit gamma-1,AP1G1,7,,,,,,,AP-type membrane coat adaptor complex,cell part,clathrin adaptor complex,clathrin coated vesicle membrane,coated vesicle membrane,cytoplasmic part,cytoplasmic vesicle membrane,cytoplasmic vesicle part,cytosol,endosome,Golgi apparatus,Golgi apparatus part,Golgi membrane,intracellular membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,lysosomal membrane,macromolecular complex,membrane,membrane coat,membrane part,membrane-bounded organelle,organelle,organelle membrane,organelle part,protein complex,recycling endosome,vacuolar membrane,vacuolar part,vesicle membrane,,,,,,,,,,,,,,,,,,,,,
0.383055,0.00590291,-0.0533889,,,,3,7.6,49.84,5.07E-09,3,2,3,1057700,1433500,1262700,1304400,1691800,2163500,0.111856,0.00590291,0.236728,2.11636,0.0592918,-0.0533889,0.383055,0.436443,3,Q9BXS5-2;Q9BXS5;E7ENJ6;B4DDG7;K7EJL1;Q9Y6Q5-2;Q9Y6Q5;K7EMG5;K7EJJ1;K7EPR4;K7ENA7;K7EPJ8,Q9BXS5-2;Q9BXS5;E7ENJ6;B4DDG7;K7EJL1,AP-1 complex subunit mu-1,AP1M1,12,,,,,,,AP-type membrane coat adaptor complex,cell part,clathrin adaptor complex,clathrin coated vesicle membrane,coated vesicle membrane,cytoplasmic part,cytoplasmic vesicle membrane,cytoplasmic vesicle part,cytosol,Golgi apparatus part,Golgi membrane,intracellular organelle part,intracellular part,lysosomal membrane,macromolecular complex,membrane,membrane part,organelle membrane,organelle part,protein complex,vacuolar membrane,vacuolar part,vesicle membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.232498,-0.0707392,-0.133321,,,,12,27.4,49.654,3.55E-67,11,22,11,12661000,14980000,12567000,13573000,12638000,14504000,-0.145519,-0.133321,0.0815662,-0.560517,0.0625822,-0.232498,-0.0707392,0.161759,3,Q96CW1;Q96CW1-2;E9PFW3;C9JJ47;C9JGT8;C9JTK4;C9JJD3;C9JPV8;H7C4C3,Q96CW1;Q96CW1-2;E9PFW3;C9JJ47;C9JGT8;C9JTK4;C9JJD3,AP-2 complex subunit mu,AP2M1,9,,,,,,,AP-type membrane coat adaptor complex,cell part,clathrin adaptor complex,clathrin coat,clathrin coat of coated pit,cytoplasmic part,cytoplasmic vesicle membrane,cytoplasmic vesicle part,cytosol,endocytic vesicle membrane,intracellular organelle part,intracellular part,lysosomal membrane,macromolecular complex,membrane,membrane coat,membrane part,organelle membrane,organelle part,plasma membrane part,protein complex,vacuolar membrane,vacuolar part,vesicle membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.509183,-0.140698,-0.417984,,,,20,25,105.69,3.44E-113,42,44,39,15877000,18844000,17867000,22105000,13287000,16201000,-0.355955,-0.417984,0.191914,-0.539152,0.0911998,-0.509183,-0.140698,0.368485,3,P63010-2;P63010;K7EJT8;Q7Z451;K7ERB2;K7EN71;K7EJX1;H7C034;K7EJ01;K7EKZ5;K7ERE4,P63010-2;P63010;K7EJT8;Q7Z451,AP-2 complex subunit beta,AP2B1,11,,,,,,,AP-type membrane coat adaptor complex,cell part,clathrin adaptor complex,coated pit,cytoplasmic part,cytoplasmic vesicle membrane,cytoplasmic vesicle part,cytosol,endocytic vesicle membrane,intracellular organelle part,intracellular part,macromolecular complex,membrane,membrane coat,membrane part,organelle membrane,organelle part,plasma membrane,protein complex,vesicle membrane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.215492,0.288654,0.269512,,,,10,26.6,40.949,2.17E-126,12,16,13,14783000,21992000,18600000,26597000,14802000,21153000,0.257886,0.269512,0.0379411,0.147124,0.0191419,0.215492,0.288654,0.0731616,3,O15143;F8WCG3;C9J6C8;C9JFG9;C9JQM8;C9JEY1;C9J4Z7;C9K057;C9JBJ7;C9JTT6,O15143;F8WCG3,Actin-related protein 2/3 complex subunit 1B,ARPC1B,10,,,,,,,Arp2/3 protein complex,cell part,cytoplasm,cytoskeletal part,cytoskeleton,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,non-membrane-bounded organelle,organelle,organelle part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.102725,-0.0624598,0.0669503,,,,14,35,44.76,2.28E-265,18,37,18,40571000,46557000,42114000,45150000,41762000,46350000,0.0357386,0.0669503,0.0869031,2.43163,0.035775,-0.0624598,0.102725,0.165185,3,P61160;E9PF41;F5H6T1,P61160;E9PF41;F5H6T1,Actin-related protein 2,ACTR2,3,,,,791;792;793;794;795,,,Arp2/3 protein complex,cell part,cell projection,cytoplasm,cytoskeletal part,intracellular organelle part,intracellular part,macromolecular complex,organelle part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0832941,-0.0241204,0.00805652,,,,19,57,34.333,3.29E-262,48,29,30,37348000,43076000,51347000,58583000,38399000,44703000,-0.0331193,-0.0241204,0.0463354,-1.39904,0.0321769,-0.0832941,0.00805652,0.0913506,3,O15144;H7C3F9;G5E9J0;C9JTV5;G5E9S7,O15144,Actin-related protein 2/3 complex subunit 2,ARPC2,5,,,,233;234;235;236,,,Arp2/3 protein complex,cell part,cell projection,cytoplasmic part,cytoskeletal part,cytoskeleton,Golgi apparatus,intracellular membrane-bounded organelle,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,membrane-bounded organelle,non-membrane-bounded organelle,organelle,organelle part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.166584,-0.0246046,-0.237149,,,,21,62.7,47.371,0,30,30,29,71951000,90146000,76925000,86162000,78156000,90322000,-0.142779,-0.166584,0.108253,-0.758188,0.0705658,-0.237149,-0.0246046,0.212545,3,P61158;B4DXW1;F5H3P5;Q9P1U1;Q9P1U1-2;Q9P1U1-3;C9IZN3;Q9C0K3;H7C4J1;F8WE84;F8WEW2,P61158;B4DXW1;F5H3P5,Actin-related protein 3,ACTR3,11,,,,788;789;790,,,Arp2/3 protein complex,cell part,cell projection,cytoplasm,cytoskeletal part,cytoskeleton,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,non-membrane-bounded organelle,organelle,organelle part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.146915,-0.192892,-0.123025,,,,8,45.5,21.588,6.94E-53,10,10,10,50274000,55398000,53305000,58334000,60463000,62338000,-0.154277,-0.146915,0.0355107,-0.230174,0.0238891,-0.192892,-0.123025,0.069867,3,C9JWM7;F8WCF6;P59998;E7ETI0;F8WDD7;H7C0A3;F8WE39;F6TTL5;F8WDW3,C9JWM7;F8WCF6;P59998;E7ETI0;F8WDD7;H7C0A3,Actin-related protein 2/3 complex subunit 4,ARPC4;ARPC4-TTLL3,9,,,,,,,Arp2/3 protein complex,cell part,cell projection,cytoplasm,cytoskeletal part,cytoskeleton,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,non-membrane-bounded organelle,organelle,organelle part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.211147,-0.208661,-0.234448,,,,10,64,20.546,2.28E-96,13,13,12,20152000,20714000,23823000,27089000,20213000,20994000,-0.218086,-0.211147,0.014225,-0.0652267,0.00248627,-0.234448,-0.208661,0.0257873,3,O15145;C9JZD1;F8VR50,O15145;C9JZD1;F8VR50,Actin-related protein 2/3 complex subunit 3,ARPC3,3,,,,237;238;239,,,Arp2/3 protein complex,cell part,cytoplasm,cytoskeletal part,cytoskeleton,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,non-membrane-bounded organelle,organelle,organelle part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.194064,-0.248708,-0.238408,,,,7,66.9,16.32,1.85E-56,6,7,8,13802000,14386000,12850000,12964000,13582000,14627000,-0.22706,-0.238408,0.0290359,-0.127878,0.0102993,-0.248708,-0.194064,0.054644,3,O15511;O15511-2;B1ALC0,O15511;O15511-2;B1ALC0,Actin-related protein 2/3 complex subunit 5,ARPC5,3,,,,,,,Arp2/3 protein complex,cell part,cell projection,cytoplasm,cytoskeletal part,cytoskeleton,intracellular non-membrane-bounded organelle,intracellular organelle,intracellular organelle part,intracellular part,macromolecular complex,non-membrane-bounded organelle,organelle,organelle part,protein complex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
